FS_PERM_SEC_ID,FF_MKT_VAL_CURR,DATE,FF_FPNC,FF_SALES,FF_OPER_EXP_TOT,FF_CASH_ST,FF_CASH_ONLY,FF_INVEN,FF_ASSETS_CURR,FF_INTANG,FF_ASSETS,FF_LIABS_CURR,FF_DEBT_ST,FF_PAY_ACCT,FF_DEBT_LT,FF_COM_EQ,FF_DEBT,FF_SHLDRS_EQ,FF_WKCAP_CHG,FF_DIV_CF,FF_BPS,FF_COM_SHS_OUT,FF_PPE_NET,FF_RECEIV_ST,FF_DIV_PAY_OUT_PS,FF_AMORT_CF,FF_COM_EQ_RETAIN_EARN,FF_DEP_EXP,FF_GW,FF_PENS_EXP_NPP_NET,FF_DEBT_ST_NOTES_PAY,FF_DIV_COM_CF,FF_DEBT_LT_REDUCT_CF,FF_COGS_XDEP,FF_DEP_AMORT_EXP,FF_RD_EXP,FF_COGS,FF_INT_EXP_NET,FF_NET_INC,FF_LIABS,FF_OPER_CF,FF_CAPEX,FF_EBITDA_OPER,FF_SGA,FF_EBIT_OPER,FF_WKCAP
VBDR1X-S-US,,20100531,201005,32.937845,33.348547,1.140995,0.824443,2.407785,3.71635,0,4.237522,2.73005,1.622284,0.776479,0.222467,1.285005,1.844751,1.285005,0.182885,0,1.71454,0.749475,0.521172,0.117137,0,,0.585054,0.127563,,,,0,0.119055,29.305901,0.127563,0,29.433464,0.061845,-0.478284,2.952517,-0.167702,0.036819,-0.28314,2.713443,-0.4107,0.9863
BZSY96-S-US,1413.45,20101231,201012,104.836,84.459,6.342,6.342,0,42.985,63.53,217.349,24.292,0.007,5.033,63.003,94.712,63.01,94.712,-6.459,13.09,5.20624,18.192,105.822,33.553,,0.281,33.94,8.837,21.79,,,13.09,0.011,56.707,9.118,0,65.825,0.32,12.584,122.637,14.929,14.19,29.495,18.634,20.377,18.693
SW3WLF-S-US,35087,20101231,201012,14272,11467,942,519,1448,5016,77.2,50455,6518,2731,1061,15900,13622,18631,13682,-240,823,26.12468,521.422606,35674,2312,67.5889328063241,,4842,,76,97,,820,2203,8867,1780,,10647,995,1214,36773,2662,2591,4585,,2805,-1502
DBQ20D-S-US,86785.6,20101231,201012,30730,25522,16337,2498,0,,3611,148361,,17677,,52153,16230,69830,16230,685,867,13.5589,1197,2905,40434,21.4925373134328,176,4972,741,2639,40,,867,17670,5219,917,,6136,2463,4006,132131,9288,887,10795,6243,9878,
QFDBDF-S,,20101231,201012,1051,727,988,988,0,,0,29221,,6576,,16833,3563,23409,3563,361,260,2375.33333,1.5,0,16619,,29,3496,,0,,,260,3610,,,,,598,348,25658,905,0,353,,324,
JSC16Z-S,,20101231,201012,2127.626,2340.783,1381.534,,0,,87.141,18132.96,,3331.229,,11609.76,1699,14940.989,1699,-1832.644,0,167.2242,10.160013,255.526,537.989,,,1470.788,,,12.8,,0,4466.149,,163.178,,,1096.04,1466.334,16433.96,244.832,0,-49.979,255.594,-213.157,
TTY8R2-S,,20101231,201012,2079.783,2397.306,1397.563,,0,,87.141,18260.95,,3371.025,,11797.009,1618.182,15168.034,1618.182,-1718.536,0,809.091,2,76.624,,,,1472.159,,0,,,0,4511.572,,163.281,,,1115.162,1458.128,16642.768,272.746,0,-154.242,255.491,-317.523,
DY0BYS-S-US,,20100228,201002,1635.858,1503.263,137.949,137.949,163.956,677.424,76.934,1529.651,372.043,1,95.434,328.723,636.064,329.723,636.064,20.637,19.049,16.11095,39.48023,244.751,135.758,24.5454545454545,5.525,1112.047,39.64,31.106,6.707,,19.049,62.35,667.91,45.165,0,713.075,26.311,81.574,893.587,197.49,26.55,177.76,783.991,132.595,305.381
P0SRHW-S-US,1405.63,20101231,201012,720.333,619.299,1.064,1.064,0,125.78,590.52,861.689,125.233,3.935,41.369,243.425,430.841,247.36,430.841,-59.512,0,12.66483,34.018706,130.656,97.803,0,12.356,206.21,40.4,496.265,,,0,673.188,493.713,52.756,0,546.469,8.518,47.33,430.848,72.887,44.431,153.79,72.83,101.034,0.54699999999999
S8TF9W-S-US,48160.7,20101231,201012,75588,66064,,31790,,,1333,683443,,,,106461,13336,106461,85319,-5690,0,94.94304,140.463159,41355,,0,,-3466,,1333,429,,0,39154,,11320,,,7859,2014,569770,16556,267,,7005,,
Q1L94S-S-US,,20101231,201012,12.099012,11.943702,0.649952,,2.5452,6.151845,0,9.70929,3.140552,0.2,1.992819,0.8,4.302559,1,4.302559,1.041859,0,2.62015,1.642106,3.005265,2.370642,0,0,4.964006,0.336037,0,0.110899,,0,0,7.448914,0.336037,0.108,7.784951,0.016232,0.068369,5.406731,1.517669,1.968592,0.49135,4.158751,0.15531,3.011293
QNVTSK-S-US,,20101231,201012,40.770869,35.623128,4.090528,4.090528,1.005488,13.787609,12.193288,37.517485,3.743633,0.66,0.732849,2.15,29.655818,2.81,29.655818,-1.686567,1.906398,3.09899,9.56951,7.195019,7.497367,0,0.886,13.090196,2.903869,10.842352,,,1.906398,1.686667,14.982926,3.789869,0.119,18.772795,0.061283,2.385566,7.861667,6.346437,1.324546,8.93761,16.850333,5.14774,10.043976
QQ44SG-S-US,353.109,20101231,201012,44.464,33.005,,,,,23.788,833.664,,61.194,,21.107,108.087,82.301,108.087,0.964,5.636,17.63898,6.127735,19.509,,68.1481481481482,,74.85,,22.468,0.249,,5.636,0.15,,1.631,,,1.629,8.278,725.577,11.825,2.054,,,,
C9X9Z9-S-US,,20100930,201009,176.192,169.522,23.985,23.985,36.126,127.027,4.353,275.743,53.032,0.07,9.197,105.102,63.657,105.172,63.657,6.808,0,8.43911,7.543091,113.873,54.702,0,2.076,6.72,14.369,2.933,5.547,,0,5.064,107.852,16.445,,124.297,10.656,-3.277,212.086,20.775,13.362,23.115,45.225,6.67,73.995
S5KDN2-S-US,,20100331,201003,242.093,187.769,179.113,34.947,45.387,275.7,,299.853,63.705,1.302,10.97,7.075,221.768,8.377,221.768,-2.34,8.031,24.60396,9.013508,18.216,39.813,24.2424242424242,,117.908,,,,,8.031,1.163,126.485,4.538,19.764,131.023,0.136,36.176,78.085,46.276,3.266,58.862,56.746,54.324,211.995
TNZZ72-S-US,17.13,20101231,201012,16.675,13.706,10.488,1.488,0,15.075,0,65.34,7.444,6.073,0.337,31.67,19.571,37.743,19.571,0.099,0,4.25734,4.597,47.36,3.801,0,,6.262,,0,,,0,8.165,3.465,6.001,0,9.466,2.104,0.057,42.296,7.184,0.315,8.97,4.24,2.969,7.631
JH8G5Q-S,,20101231,201012,1577.029,1028.743,,0.487,,,32.497,57266.936,,205.054,,600,1908.384,805.054,1908.384,,0,76335.36,0.025,0,,,,749.751,,0,,,0,175,,,,,0,421.581,55358.552,856.812,0,,616.034,,
KHYJ27-S-US,476.106,20100430,201004,75.276,67.977,38.03,21.73,0,52.543,22.168,97.175,23.415,0,0.986,0,72.28,0,72.28,-11.87,9.113,2.84862,25.373712,6.49,11.14,,0.889,8.209,1.271,12.601,,,9.113,0,31.209,2.16,6.722,33.369,0,5.704,24.895,-1.876,2.972,9.459,34.608,7.299,29.128
KXDH6G-S-US,639.132,20101231,201012,229.62,210.429,1.158,1.158,74.054,118.645,115.249,281.799,51.186,8.427,13.961,53.712,166.437,62.139,166.437,1.361,0.819,6.05778,27.474932,40.541,40.811,7.5,4.464,123.661,9.917,,,,0.819,8.107,126.157,14.381,12.635,140.538,3.017,10.984,115.362,33.19,40.681,33.572,69.891,19.191,67.459
TVMRL3-S-US,1517.82,20100430,201004,406.54,441.596,53.233,53.233,25.239,123.044,11.738,282.433,49.579,0.893,14.035,25.582,175.318,26.475,175.318,-9.869,5.09,12.34159,14.205462,114.107,38.217,,10.376,108.643,20.5,0,5.029,,5.09,10.859,336.543,30.876,0,367.419,0.637,-22.341,107.115,1.292,11.598,-4.18,74.177,-35.056,73.465
J61870-S-US,,20100630,201006,1522.534,1168.71,282.273,,0,,0,9881.033,,3288.17,,3904.44,2400.424,7192.61,2400.424,238.437,0,17.78884,134.93985,132.411,,,,2099.005,79.044,0,,,0,4725.674,244.386,79.044,,323.43,457.222,220.546,7480.609,928.709,1.581,432.868,,353.824,
D7DHD4-S-US,17732,20101231,201012,2470.952,1988.794,168.853,163.208,335.253,974.492,2335.201,3818.915,550.859,97.152,236.6,1071.36,1775.204,1168.512,1775.204,45.815,28.554,7.36404,241.064015464533,318.126,399.913,10.2272728370146,27.476,1755.742,45.42,1573.645,-3.144,,28.554,78.2,1562.616,72.896,56.8,1635.512,67.522,283.932,2043.711,423.013,39.183,555.054,353.282,482.158,423.633
T8GLHL-S-US,128153,20101231,201012,15006,9462,17422,145,2022,23129,13564,43486,6570,2550,716,10874,23944,13424,23944,-301,,25.69099,932,5522,2335,0,423,-3508,594,11334,,,,0,1567,1017,2824,2584,337,4627,19542,5787,580,6561,6878,5544,16559
LMYX4V-S-US,124.856,20101231,201012,326.886,282.261,70.021,70.021,68.822,217.233,0,526.963,89.72,13.311,20.137,0,196.777,13.311,196.777,-10.024,7.378,19.09529,10.305,145.591,64.734,48,0,124.872,8.565,0,7.022,,7.378,0,229.528,8.565,1.711,238.093,0.324,15.456,330.186,42.951,35.001,53.19,44.168,44.625,127.513
WL12NL-S-US,28191.1,20101231,201012,3554.101,2853.744,624.229,525.888,549.169,1992.13,1640.899,4015.857,654.99,0.352,384.963,799.64,2320.855,799.992,2320.855,-123.751,10.413,6.61021,351.101366,366.996,718.545,2.12765957446809,14,2260.581,88.846,1533.299,18.042,,10.413,748.017,2293.027,102.846,77.57,2395.873,44.441,496.405,1673.142,424.893,109.458,803.203,457.871,700.357,1337.14
GW0BCB-S-US,170.457,20100630,201006,33.077,16.854,,,,,,456.032,,0,,24.337,198.548,24.337,198.548,-3.772,6.112,19.38907,10.240202,1.242,,,,194.543,,0,,,6.112,0,,,,,0.245,11.127,257.484,7.012,0,,,,
LQCKJX-S-US,,20101231,201012,22170,21862,4946,618,594,6838,224,25088,8780,1883,1156,9253,-3945,11136,-3945,340,0,-11.83088,333.449325,14707,738,0,126,-5607,967,0,677,,0,1154,17064,1093,0,18157,792,-471,29033,1241,1962,1401,976,308,-1942
F5YQW0-S-US,59.7944,20100430,201004,120.498,126.632,25.531,25.531,80.375,142.402,16.103,229.436,104.021,24.052,68.114,4.602,86.567,28.654,86.567,4.145,0,14.43695,5.996212,31.174,36.496,0,5.245,75.462,6.309,3.893,2.35,,0,36.264,96.613,11.554,,108.167,1.615,-9.48,142.869,8.679,2.884,5.42,15.885,-6.134,38.381
X8RK3M-S-US,85.1942,20100930,201009,120.019,103.5,62.956,6.192,24.317,116.429,7.41,136.101,50.816,0.126,12.446,0.032,84.243,0.158,84.243,3.753,0,9.14769,9.209213,9.577,24.483,0,0.463,12.214,1.3,4.839,,,0,0.117,75.544,1.763,2.118,77.307,0.196,9.563,51.858,15.8,2.929,18.282,26.193,16.519,65.613
MWLMGW-S-US,,20101231,201012,668.813,778.776,457.663,179.521,118.629,676.395,3,1531.429,401.595,200,23.92,468.697,343.483,668.697,343.483,-12.76,0,2.38364,144.1,811.745,75.276,0,0.035,-2100.18,57.3,0,,,0,0,4.352,57.335,171.312,61.687,28.07,-152.313,1187.946,-38.723,91.132,-52.628,459.962,-109.963,274.8
WX8272-S-US,164.028,20101231,201012,24.23,25.696,3.827,3.827,7.605,14.912,3.198,27.786,2.137,0.19,0.951,3.884,21.765,4.074,21.765,-0.371,0,1.23926,17.562901,7.432,2.114,0,0.272,-3.366,0.734,,,,0,0.135,13.236,1.006,1.854,14.242,0.223,-1.535,6.021,-0.566,0.201,-0.46,11.454,-1.466,12.775
PN3GCR-S-US,34954.2,20101231,201012,10841,8999,3680,3680,251,6675,5311,51559,4114,291,2726,12722,20684,13013,20684,-133,180,41.6848,496.2,37957,2423,23.6842105263158,3,14449,4393,5282,141,,180,3478,2553,4396,,6949,791,756,30120,5247,5008,6238,982,1842,2561
P0X865-S-US,35813.8,20101031,201010,2761.503,1842.625,2687.768,1070,277.478,3478.999,256.923,4328.831,643.467,0,133.111,400.635,3199.717,400.635,3199.717,115.321,249.964,10.71383,298.652994,472.665,387.169,36.1155180642082,4.828,2896.566,116.1,255.58,4.25,,249.964,0,841.293,120.9,491.046,962.193,10.429,711.225,1129.114,991.175,111.557,1039.778,880.432,918.878,2835.532
BCC9YN-S-US,,20100731,201007,423.597,401.912,169.254,169.254,86.06,351.796,44.833,485.776,70.069,0,24.813,0,409.042,0,409.042,-10.556,5.044,31.74632,12.884708,78.613,75.681,29.3743987427757,4.852,326.59,12.717,1.849,1.103,,5.044,0,255.947,17.569,49.15,273.516,,15.555,76.734,27.117,9.868,39.254,128.396,21.685,281.727
P312QY-S-US,,20101231,201012,106.688,107.465,4.328,,0,22.396,,23.612,8.023,0,4.261,0,14.469,0,14.469,0.078,0,2.902,4.985874,0.784,17.425,0,,-11.628,0.86,,,,0,0.18,82.051,0.86,,82.911,0.013,-0.48,9.143,0.626,0.122,0.083,24.554,-0.777,14.373
CZ9VBX-S-US,,20100630,201006,168.789,150.005,52.855,50.521,31.361,118.211,52.588,241.348,28.74,10,9.271,30,172.926,40,172.926,1.747,0,11.76768,14.695,48.711,29.124,0,1.471,118.111,8.716,42.435,0.613,,0,9.8,96.325,10.187,14.782,106.512,0.59,13.712,68.422,28.101,4.841,28.971,43.493,18.784,89.471
FV74CR-S-US,993.847,20101231,201012,3447.733,3307.442,61.612,41.353,647.189,1138.558,22.071,1699.39,836.743,265.624,386.097,276.825,451.431,542.449,451.431,-166.63,6.581,16.32426,27.6539990782,319.515,378.443,10.9193965517241,20.213,316.317,18.7,10.1,2.319,,6.581,36.598,3073.199,38.913,1.8,3112.112,19.732,64.458,1234.831,-81.102,49.251,179.204,195.33,140.291,301.815
LBX8YH-S-US,5.51128,20101231,201012,4.915513,5.028928,2.220994,2.220994,0.773674,3.726199,1.648863,5.787653,0.686891,0.026268,0.303198,0.013405,3.737899,0.039673,5.087357,-0.05425,0,0.05866,63.721035,0.249027,0.505132,,0.477462,-72.864513,0.066755,0,,,0,0.081327,1.265794,0.544217,0.731297,1.810011,0,-0.077519,0.700296,0.616856,0.119626,0.4308,3.218917,-0.11342,3.039308
PB0QY8-S-US,,20101031,201010,29.041,29.857,9.664,6.943,3.697,18.852,1.279,21.381,6.171,0,1.951,0,14.337,0,14.337,1.108,0,3.8258,3.747454,0.528,5.221,0,0.42,-6.531,0.35,0,,,0,0,12.9,0.77,3.606,13.67,0,-0.849,7.044,1.685,0.438,-0.046,16.187,-0.816,12.681
QVKN0H-S-US,2399.37,20101231,201012,5472.1,5185.9,78.4,78.4,1002.7,2281.2,458.8,2933.3,1071.2,203.6,648.7,688.8,1010.8,892.4,1010.8,-33.4,111,29.44959,34.323061,84.6,1099.3,,11.3,774.2,22.5,374.3,16.7,,111,1063.1,4177.1,33.8,0,4210.9,53.6,108.5,1922.5,195.2,19.6,320,,286.2,1210
H0QXYX-S-US,,20100131,201001,1828.523,1800.791,210.146,204.491,169.141,504.895,0,902.141,275.374,0.6,76.969,1,417.186,1.6,417.186,-20.811,0,7.09807,58.774528,365.934,44.196,0,,414.294,,,2.783,,0,4.557,729.837,104.351,0,834.188,3.091,-18.208,484.955,133.703,38.573,132.083,966.603,27.732,229.521
H9T6DW-S-US,34728.8,20101231,201012,8510,7224,1131,346,0,,12258,28982,,492,,4014,8251,4506,8251,-590,175,24.82997,332.3,781,2701,24.5614753259512,154,7861,151,8647,109,,175,816,5097,305,,5402,168,733,20676,787,180,1759,1664,1454,
FS33FS-S-US,176.897,20100930,201009,24.366755,23.243343,7.050587,5.285719,1.512306,11.936351,2.59361,21.360961,2.036309,0,1.188261,0,19.246067,0,19.246067,-1.303976,0,1.60179,12.015331,1.273107,3.244379,0,,-33.46312,,2.570511,,,0,0.033081,14.731208,0.498014,0,15.229222,0.00082,1.180954,2.114894,0.629345,0.452675,1.62142,8.014121,1.12341,9.900042
VFT77X-S-US,17254.3,20101231,201012,12018,6474,134,134,564,3480,1032,43425,3524,46,779,8095,23150,8141,24377,-642,226,60.54001,382.391742,38151,2134,7.05257577698815,0,14223,3194,1032,5,,226,1055,2210,3194,,5404,242,3032,19048,6726,4922,8738,380,5544,-44
SYFF0K-S-US,1388.39,20100228,201002,696.703,651.273,102.635,46.929,30.531,246.586,71.787,526.854,128.887,0,37.447,8.4,343.59,8.4,343.59,28.898,9.112,12.28895,27.959265,185.519,105.646,,2.9,230.856,26.701,58.518,0.556,,9.112,0,504.707,29.601,6.8,534.308,0.906,31.217,183.264,97.234,9.765,75.031,116.965,45.43,117.699
L9XNJR-S-US,,20100831,201008,4925.819,3552.543,1728.901,1728.901,,2253.212,472.752,3601.451,1793.511,416.361,90.83,168.039,1356.05,584.4,1356.05,-195.964,0,9.17689,147.768,619.537,264.377,0,24.8,3748.045,122.235,322.159,,,0,477.568,1695.419,147.035,,1842.454,11.891,568.426,2212.711,1045.07,168.177,1520.311,1710.089,1373.276,459.701
LJVJGJ-S,,20101231,201012,3275.103,2894.08,0.951,0.951,320.067,950.289,0,9997.153,1355.431,608.003,223.144,3081.469,2821.679,3689.472,2839.426,102.732,88.799,209.021,13.4995,7396.523,521.918,,,1133.748,,,97,,88,207.02,2478.98,304.192,,2783.172,207.649,136.668,7157.727,655.564,536.819,685.215,,381.023,-405.142
R85KLC-S-US,1004580,20100930,201009,65067,46797,25620,10887,1051,41678,1083,75183,20722,0,12015,0,47791,0,47791,1212,0,7.45361,6411.79002941048,4768,9924,0,69,37169,958,741,,,0,0,38471,1027,1782,39498,0,14013,27392,18595,2121,19297,7299,18270,20956
KM5N16-S-US,4.65781,20101231,201012,108.162,105.093,3.065,,16.593,25.207,1.12,39.864,23.876,14.577,4.468,2.501,10.208,17.078,10.208,-0.07,0,1.85837,5.493,11.747,5.03,0,0.268,-9.258,1.134,1.12,,,0,0.86,73.861,1.402,0,75.263,1.046,2.009,27.717,3.475,5.627,4.471,29.83,3.069,1.331
QR4XC8-S-US,49233.2,20101031,201010,9548.667,7563.797,2584.582,1839.237,1547.378,6765.315,1623.247,10943.345,2887.876,1.258,657.971,204.271,7536.113,205.529,7536.113,224.362,348.522,5.67479,1327.998,963.004,1831.863,38.5714285714286,113,11510.843,191.515,1336.426,20.674,,348.522,6.441,5194.833,304.515,1143.194,5499.348,21.507,937.866,3407.232,1722.853,169.081,2289.385,2064.449,1984.87,3877.439
QQ0TFB-S-US,1735.51,20100831,201008,1160.508,1022.039,40.222,40.222,146.154,460.15,1041.867,1621.703,345.837,0,130.051,367.38,739.721,367.38,739.721,0.738,2.702,10.86924,68.056387,108.382,185.693,9.43396226415094,22.017,968.373,29.858,704.889,3.848,,2.702,22.894,702.298,51.875,15,754.173,31.859,70.356,881.982,121.086,19.966,190.344,267.866,138.469,114.313
P8VKZB-S-US,,20101231,201012,2080.718,1976.127,109.137,109.137,73.894,544.078,1339.045,2201.137,263.984,1.323,86.637,1018.098,665.312,1019.421,665.312,-122.656,0.092,6653120,0.0001,253.771,282.798,,4.812,-23.146,123.85,760.088,,,0.092,1.725,739.05,128.662,0,867.712,130.849,-17.432,1535.825,84.557,117.022,233.253,1108.415,104.591,280.094
HBT8P1-S-US,6473.25,20101231,201012,2076.719,1808.612,376.427,376.427,272.255,1063.983,232.271,2032.718,423.322,95.566,123.818,258.773,1278.923,354.339,1278.923,-64.999,44.485,19.14555,66.8,724.984,357.11,26.4,3.62,1279.013,129.339,227.029,8.622,3.44,44.485,84.626,1378.792,132.959,51.4,1511.751,14.371,173.481,752.944,261.715,119.263,401.066,296.861,268.107,640.661
QXZSB0-S-US,314.983,20101231,201012,139.110194,133.463425,7.609943,7.609943,5.917283,26.575152,,92.527511,7.58077,1.87677,2.778161,20.836098,56.550616,22.712868,56.550616,4.441133,0,2.38782,23.682915,33.864268,11.640624,0,0,11.75639,2.613164,0,,,0,4.419563,119.92012,2.613164,0,122.533284,1.132968,2.685654,35.687672,11.329893,2.898752,8.25993,10.496769,5.64677,18.994382
DKH0FF-S-US,27958.9,20100630,201006,61682,59483,1440,1046,7611,18134,523,31548,8573,718,5538,6830,14609,7548,14609,6,372,22.86228,639,8712,6122,19.8675496688742,55,10357,857,523,97,,372,552,57200,912,56,58112,422,1930,16917,2684,1607,3111,1371,2199,9561
SC3WLY-S-US,,20101231,201012,417.065,386.922,54.69,52.591,18.176,82.081,0,127.884,31.019,0,12.79,1.228,84.527,1.228,84.527,-2.117,3.161,26.73976,3.161098,38.247,4.58,17.4825174825175,,81.784,,0,,,3.161,0,252.199,5.307,0,257.506,1.044,18.085,43.357,23.088,2.597,35.45,129.416,30.143,51.062
G7YKMX-S-US,,20101231,201012,3180.807,2456.33,173.725,99.937,202.989,860.565,184.768,12241.582,1095.897,456.879,218.491,3045.794,3824.953,3502.673,3824.953,-307.584,182.4,53.67229,71.264947,9392.729,383.969,,,1403.39,,,,,182.4,27.694,989.925,471.226,,1461.151,191.283,335.663,8325.545,695.335,747.967,1195.703,,724.477,-235.332
MCTCBQ-S-US,79.5009,20100930,201009,117.768,114.769,9.449,2.011,1.652,15.382,5.571,51.66,10.485,0.224,2.423,0.078,35.574,0.302,35.574,0.129,6.981,10.1902,3.491,24.113,3.484,,0.008,22.554,3.865,4.813,,,6.981,0.209,68.329,3.873,0,72.202,0.029,2.605,14.191,5.548,2.9,6.872,26.274,2.999,4.897
SVZRQK-S-US,1189.79,20101231,201012,1657.864,1713.747,193.527,149.178,0,399.684,6.5,860.951,233.897,27.024,62.134,42.657,479.744,69.681,479.744,-7.422,3.126,18.99456,25.256915,407.246,153.583,,0.267,292.129,71.565,3.7,16.158,,3.126,8.077,1641.915,71.832,,1713.747,2.852,-32.762,381.207,26.287,15.777,15.949,,-55.883,165.787
JLGFVH-S-US,3593.23,20101231,201012,2766.4,2635,315.8,,398.5,1020.7,556.1,2922.4,382.9,35.3,169.5,839.6,1090.8,874.9,1090.8,60.6,798.6,18.78396,58.070807,854.9,250.2,0,14.2,-35.3,129.1,,-37.5,,798.6,487.2,1989.1,143.3,32.9,2132.4,21.2,11,1831.6,190.4,92.7,274.7,502.6,131.4,637.8
HKMMSD-S-US,6700.99,20101231,201012,18744.676,17962.237,926.321,926.321,1908.953,7085.834,1336.351,9600.538,4343.243,61.21,3644.988,1761.203,3251.195,1822.413,3251.195,-395.851,0,28.35831,114.647,505.54,4102.87,0,21.132,2174.147,56.22,1336.351,8.589,,0,69.545,16327.899,77.352,0,16405.251,81.623,479.63,6349.343,220.772,112.254,859.791,1556.986,782.439,2742.591
QWQ6VW-S-US,548.609,20101231,201012,104.061,72.415,,,,,17.241,1908.336,,113.214,,90,152.259,203.214,152.259,-13.259,10.997,11.30369,13.46984378206,18.836,,51.1814581012502,,24.577,,15.783,1.636,,10.997,20,,3.563,,,7.05,21.892,1756.077,9.891,1.081,,,,
JMR6PT-S-US,,20101231,201012,233.128,197.421,20.334,15.735,0.974,32.187,10.193,485.104,34.06,2.449,6.154,129.661,289.259,132.11,289.259,-2.396,0,12.46659,23.202732,437.303,4.075,0,1.607,49.97,21.207,0,,,0,2.224,139.688,22.807,0,162.495,7.782,16.484,195.845,46.172,11,58.514,34.926,35.707,-1.873
F5YZB7-S-US,4680.96,20101231,201012,1157.59,1192.677,,,,,1017.212,21785.596,,2417.294,,743.693,2644.403,3160.987,3158.791,0.111,33.198,15.20755,173.887504,190.533,,,,1041.666,,929.168,5.52,,6.948,940.361,,57.969,,,58.341,-0.856,18626.805,505.954,50.111,,,,
SZKCPC-S-US,1056.23,20101231,201012,771.335,722.438,95.753,94.597,252.981,447.821,19.194,649.639,130.426,0,44.493,0,492.208,0,492.208,-10.672,0,21.73409,22.646822,168.242,80.863,0,0.706,353.019,18.022,13.907,0.252,,0,0,572.087,18.728,17.482,590.815,0.352,32.43,156.833,62.036,11.336,67.625,131.623,48.897,317.395
TBXMHY-S-US,,20101231,201012,946.953,816.497,,,,,185.151,18099.481,,1122,,3747.204,1241.78,4869.204,1241.78,19.299,48.692,13.14939,94.436339,133.362,,65.8227848101266,,1848.095,,185.151,12.818,,48.692,1450,,11.286,,,135.179,71.982,16857.701,267.559,9.968,,,,
L8SLNV-S-US,124.816,20100131,201001,64.031261,62.068074,23.760312,14.155096,12.039306,49.867558,2.739777,65.346404,8.158143,0,2.885067,0,53.818896,0,53.818896,2.386412,1.712563,7.51961,7.157138,11.990582,9.172857,64.8648648648649,,26.403248,1.467058,2.336721,,,1.712563,0,35.93664,1.467058,4.819533,37.403698,0,2.765847,11.527508,5.849647,1.622326,3.43025,24.664376,1.96319,41.709415
MWR1Y1-S-US,1199.71,20101231,201012,195.754,171.411,22.709,,37.763,97.14,12.65,154.238,31.285,5.314,10.583,33.264,77.215,38.578,77.215,-6.796,0,7.05349,10.947062,30.873,30.941,0,1.081,65.047,3.8,7.61,0.477,,0,6.245,115.006,4.881,28.3,119.887,2.183,14.948,77.023,16.503,3.568,29.224,51.524,24.343,65.855
MP61WN-S,,20101231,201012,1430,1372,15,,17,333,0,2878,426,216,120,965,703,1181,709,-154,35,82.26054,8.546017,1714,237,,,161,112,0,,,35,35,1030,112,0,1142,65,53,2169,59,156,170,204,58,-93
SZJPCQ-S-US,1031.61,20101231,201012,619.145,567.101,37.797,37.797,26.614,154.289,187.762,828.196,138.302,12.194,54.731,272.049,283.768,284.243,283.768,-4.876,12.569,18.44664,15.383181,463.891,59.87,33.8709677419355,,182.39,,44.397,0.682,,12.569,49.568,306.066,76.736,0,382.802,9.131,38.454,499.16,102.801,135.745,128.78,184.299,52.044,15.987
HRFSCG-S-US,,20101231,201012,1644.06,1414.316,521.029,501.455,276.65,1153.175,72.279,1650.042,444.704,0.081,160.011,3.976,1053.056,4.057,1053.056,-48.017,0,2.30535,456.788,260.124,243.783,0,9.649,-237.583,56.846,54.676,4.245,,0,91.106,838.847,66.495,244.678,905.342,4.535,423.075,596.986,299.454,105.266,296.239,508.974,229.744,708.471
QHBDVP-S-US,10199.1,20100930,201009,4789.69,4360.949,131.952,131.952,322.978,875.192,740.148,6763.791,1166.079,486.231,266.208,1809.551,2178.348,2295.782,2178.348,83.455,124.287,24.15981,90.164103,4793.075,295.562,66.5841584158416,0.627,486.905,216.333,739.314,27.305,,124.287,0.131,3485.444,216.96,0,3702.404,151.793,203.733,4585.443,726.476,542.636,645.701,,428.741,-290.887
VZZHDF-S-US,,20100930,201009,650.562,330.077,180.523,180.523,52.749,359.994,,1724.44,93.46,0,37.192,230,1370.134,230,1370.134,-16.183,0,21.26118,64.443,1343.961,112.515,0,,1172.596,37.03,,,,0,45,252.427,37.03,,289.457,2.725,256.996,354.306,306.4,187.094,357.515,40.62,320.485,266.534
L1V3TR-S-US,6.3288,20100630,201006,4.231547,4.070555,,,,,0,80.587474,,0,,18.430662,6.049953,18.430662,6.049953,-0.217722,0,12.02095,0.503284,1.852414,,0,,4.719099,,0,,,0,5.869338,,0.096501,,,0.677439,0.107629,74.537521,0.296814,0.041038,,,,
TP3L3G-S-US,125.866,20100228,201002,550.695,546.935,69.511,69.511,102.717,332.326,104.615,488.978,92.539,8.168,36.126,12.103,364.263,20.271,364.263,-2.731,0,15.9179,22.883859,22.145,149.14,0,1.981,113.996,5.713,7.389,,,0,,436.25,7.694,9.781,443.944,1.556,22.483,124.715,28.222,5.017,11.454,102.991,3.76,239.787
